Location,Average_Cost,Online_Order,Table_Booking,Rating,Votes,Reviews_Count,Cuisines,Delivery_Time,Popularity
Mumbai,162.0,Yes,No,3.1,866,442.0,North Indian,24,Low
Bhopal,171.0,No,No,3.3,403,364.0,Chinese,55,Low
Bhopal,81.0,No,No,2.7,728,336.0,Continental,21,Low
Indore,119.0,Yes,Yes,2.8,478,519.0,Seafood,47,Low
Goa,117.0,Yes,Yes,2.7,263,371.0,Rajasthani,22,Low
Bangalore,234.0,No,No,2.9,64,543.0,South Indian,36,Low
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Bhopal,88.0,No,Yes,2.8,816,274.0,Rajasthani,44,Low
Nagpur,156.0,Yes,Yes,3.3,210,540.0,Fast Food,57,Low
Bangalore,590.0,No,Yes,4.6,656,534.0,Chinese,26,High
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Kochi,242.0,No,Yes,4.8,127,112.0,Kerala,58,Low
Ahmedabad,192.0,Yes,No,3.4,644,479.0,South Indian,60,Low
Indore,172.0,No,No,2.8,792,594.0,South Indian,54,Low
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Kochi,192.0,Yes,No,3.1,404,239.0,Cafe,42,Low
Nashik,150.0,Yes,Yes,3.0,164,412.0,Fast Food,28,High
Pune,200.0,Yes,Yes,2.6,742,279.0,Cafe,37,Low
Bhopal,168.0,Yes,No,3.0,213,80.0,Biryani,43,Low
Ahmedabad,170.0,Yes,No,2.7,200,128.0,Gujarati,24,High
Chennai,240.0,Yes,Yes,3.3,743,532.0,Rajasthani,48,Low
Chennai,215.0,No,Yes,2.9,775,333.0,Rajasthani,57,Low
Nagpur,103.0,No,Yes,3.4,581,253.0,Gujarati,40,Low
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Delhi,511.0,No,Yes,4.9,470,128.0,Biryani,20,High
Nashik,94.0,No,No,2.6,497,381.0,Seafood,49,Low
Bhopal,134.0,Yes,No,3.3,78,206.0,North Indian,22,Low
Ahmedabad,124.0,Yes,No,2.9,627,544.0,Chinese,47,Low
Kochi,87.0,No,No,4.1,112,349.0,Kerala,49,High
Delhi,216.0,No,Yes,2.9,368,420.0,North Indian,44,Low
Nagpur,222.0,No,No,3.0,247,383.0,North Indian,36,High
Nashik,242.0,Yes,Yes,3.5,173,381.0,Cafe,59,Low
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Kochi,367.0,Yes,Yes,4.9,587,426.0,Biryani,21,High
Goa,143.0,Yes,No,3.4,348,166.0,Kerala,53,Low
Nashik,398.0,No,Yes,4.4,661,119.0,Gujarati,22,High
Indore,513.0,No,Yes,5.0,833,383.0,Cafe,22,High
Goa,372.0,Yes,Yes,4.9,446,340.0,Rajasthani,25,High
Surat,558.0,Yes,Yes,4.3,483,579.0,Street Food,34,High
Nagpur,397.0,Yes,No,4.3,760,353.0,Biryani,21,High
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Chennai,222.0,No,No,3.0,48,104.0,North Indian,27,Low
Kochi,557.0,Yes,Yes,4.9,697,,North Indian,32,High
Delhi,422.0,No,Yes,4.2,810,73.0,Cafe,31,High
Ahmedabad,233.0,No,Yes,3.7,134,569.0,Kerala,56,Low
Delhi,137.0,No,Yes,3.1,426,200.0,Fast Food,44,Low
Mumbai,191.0,No,Yes,2.7,852,20.0,Chinese,28,Low
Delhi,81.0,Yes,Yes,3.1,639,512.0,Fast Food,60,Low
Delhi,248.0,No,Yes,4.5,53,232.0,Rajasthani,25,Low
Bangalore,172.0,Yes,Yes,4.9,128,228.0,Chinese,22,Low
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Chennai,207.0,No,Yes,2.9,437,532.0,Cafe,35,Low
Ahmedabad,199.0,No,Yes,3.3,511,536.0,Seafood,55,Low
Goa,145.0,Yes,Yes,2.6,190,464.0,Continental,39,Low
Chennai,399.0,No,No,4.5,853,381.0,Biryani,30,High
Indore,151.0,No,Yes,3.1,705,217.0,Continental,45,Low
Surat,344.0,No,Yes,,695,378.0,North Indian,47,High
Surat,354.0,No,Yes,,569,244.0,Fast Food,25,High
Indore,140.0,No,Yes,3.0,3498,596.0,South Indian,25,High
Hyderabad,247.0,No,No,3.3,184,285.0,Fast Food,34,Low
Jaipur,107.0,Yes,Yes,2.9,81,334.0,Biryani,26,Low
Bangalore,,No,Yes,3.1,585,62.0,South Indian,37,Low
Kochi,481.0,Yes,No,4.6,737,322.0,Kerala,33,High
Pune,137.0,No,No,3.5,481,361.0,North Indian,45,Low
Nashik,163.0,Yes,No,2.8,793,305.0,North Indian,51,Low
Nagpur,307.0,No,No,5.0,728,431.0,Biryani,25,High
Ahmedabad,201.0,Yes,No,4.6,77,170.0,Cafe,26,Low
Nagpur,164.0,No,Yes,3.5,640,132.0,Biryani,49,Low
Indore,143.0,Yes,No,,227,302.0,Street Food,29,Low
Mumbai,152.0,Yes,No,3.1,138,362.0,North Indian,39,Low
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Pune,154.0,Yes,Yes,3.5,125,420.0,Chinese,55,High
Hyderabad,160.0,No,No,3.1,857,274.0,Cafe,51,Low
Goa,,No,Yes,2.8,106,569.0,Kerala,43,Low
Nashik,84.0,No,Yes,2.6,224,295.0,Fast Food,56,Low
Hyderabad,535.0,No,Yes,4.1,479,30.0,Seafood,32,Low
Jaipur,4807.0,Yes,No,2.7,613,199.0,Chinese,58,Low
Nashik,188.0,Yes,Yes,3.1,502,514.0,Seafood,52,Low
Nashik,160.0,Yes,No,2.9,354,499.0,North Indian,35,Low
Indore,363.0,No,Yes,4.9,644,295.0,Chinese,23,High
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Delhi,80.0,Yes,Yes,3.2,836,544.0,Street Food,48,Low
Jaipur,97.0,No,Yes,,104,219.0,Gujarati,35,Low
Bhopal,242.0,No,Yes,3.2,657,469.0,South Indian,59,High
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Hyderabad,2958.0,No,No,2.6,285,465.0,Chinese,46,Low
Bhopal,242.0,No,Yes,3.2,657,469.0,South Indian,59,High
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Nashik,141.0,Yes,Yes,3.2,282,94.0,Seafood,21,Low
Chennai,145.0,Yes,No,3.0,345,175.0,North Indian,26,Low
Pune,301.0,Yes,No,,625,145.0,Seafood,21,High
Delhi,177.0,Yes,No,2.9,95,380.0,Rajasthani,24,Low
Goa,372.0,Yes,Yes,4.9,446,340.0,Rajasthani,25,High
Ahmedabad,541.0,No,No,4.7,644,211.0,Chinese,26,High
Surat,230.0,Yes,Yes,4.8,40,220.0,Seafood,48,Low
Kochi,247.0,Yes,Yes,3.6,48,25.0,Kerala,45,Low
Bangalore,241.0,Yes,Yes,2.5,214,63.0,Fast Food,48,Low
Chennai,549.0,No,No,4.4,568,285.0,Chinese,28,High
Nashik,416.0,No,Yes,4.7,679,584.0,Gujarati,33,High
Delhi,443.0,Yes,No,4.7,593,,Cafe,32,High
Surat,548.0,No,Yes,4.0,863,483.0,Fast Food,150,High
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Hyderabad,244.0,No,Yes,3.3,437,502.0,Cafe,51,Low
Ahmedabad,170.0,Yes,No,2.7,200,128.0,Gujarati,24,High
Chennai,131.0,No,Yes,5.0,443,150.0,Rajasthani,38,Low
Bangalore,144.0,Yes,Yes,2.5,165,197.0,Gujarati,58,Low
Pune,370.0,Yes,Yes,4.9,453,191.0,North Indian,31,High
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Nashik,328.0,Yes,No,4.8,470,377.0,North Indian,99,High
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Pune,218.0,Yes,Yes,4.8,324,226.0,Seafood,30,High
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Kochi,259.0,Yes,No,4.3,811,441.0,Cafe,28,High
Surat,107.0,Yes,No,3.1,101,498.0,Biryani,20,High
Nagpur,412.0,No,Yes,4.9,420,341.0,South Indian,31,High
Bhopal,142.0,No,Yes,3.0,883,135.0,Cafe,90,Low
Bhopal,215.0,Yes,Yes,2.6,510,237.0,Fast Food,21,Low
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Jaipur,122.0,Yes,Yes,2.7,340,261.0,South Indian,55,Low
Indore,583.0,Yes,No,4.5,538,526.0,Continental,32,High
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Bhopal,412.0,No,Yes,4.3,436,463.0,Chinese,32,High
Surat,558.0,Yes,Yes,4.3,483,579.0,Street Food,34,High
Goa,84.0,Yes,Yes,3.1,253,81.0,Kerala,28,High
Surat,344.0,No,Yes,,695,378.0,North Indian,47,High
Jaipur,427.0,No,No,4.3,510,317.0,Chinese,27,High
Chennai,113.0,Yes,Yes,3.3,886,55.0,Biryani,38,Low
Bangalore,134.0,No,Yes,2.5,824,406.0,Kerala,53,Low
Ahmedabad,434.0,Yes,No,4.3,713,304.0,Rajasthani,21,High
Mumbai,225.0,Yes,No,2.9,636,345.0,North Indian,42,Low
Surat,241.0,No,Yes,2.8,432,127.0,South Indian,46,Low
Nashik,328.0,Yes,No,4.8,470,377.0,North Indian,99,High
Ahmedabad,599.0,Yes,Yes,,432,393.0,Seafood,27,High
Ahmedabad,111.0,No,No,2.9,135,371.0,Gujarati,54,High
Mumbai,579.0,Yes,No,3.6,308,295.0,South Indian,26,High
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Surat,238.0,Yes,Yes,2.5,683,538.0,Street Food,44,Low
Nagpur,165.0,No,No,3.2,335,521.0,Seafood,29,Low
Delhi,422.0,No,Yes,4.2,810,73.0,Cafe,31,High
Nashik,150.0,Yes,Yes,3.0,164,412.0,Fast Food,28,High
Mumbai,138.0,Yes,No,3.3,626,106.0,North Indian,40,Low
Pune,214.0,No,No,2.9,506,525.0,Continental,41,Low
Surat,250.0,No,No,4.4,450,191.0,Kerala,35,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Mumbai,205.0,Yes,Yes,2.9,112,495.0,South Indian,22,Low
Jaipur,126.0,Yes,Yes,2.5,434,288.0,Kerala,52,Low
Hyderabad,108.0,Yes,Yes,3.5,254,,Street Food,53,High
Jaipur,189.0,Yes,Yes,2.7,297,360.0,Rajasthani,55,Low
Indore,356.0,No,Yes,4.5,814,100.0,Kerala,27,High
Nagpur,181.0,Yes,Yes,2.7,733,531.0,Kerala,25,High
Mumbai,,No,Yes,2.7,839,463.0,South Indian,36,Low
Pune,116.0,No,No,3.9,134,231.0,Gujarati,54,Low
Goa,134.0,No,Yes,3.1,386,435.0,North Indian,44,Low
Hyderabad,506.0,No,Yes,3.8,375,210.0,Fast Food,48,High
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Kochi,126.0,No,Yes,2.9,296,162.0,Street Food,21,Low
Kochi,244.0,Yes,Yes,2.8,532,146.0,North Indian,49,Low
Pune,212.0,Yes,Yes,3.3,777,448.0,Biryani,41,Low
Indore,294.0,Yes,Yes,4.8,584,279.0,Continental,127,High
Nagpur,181.0,Yes,Yes,2.7,733,531.0,Kerala,25,High
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Nagpur,193.0,Yes,No,4.1,60,491.0,Continental,152,Low
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Kochi,106.0,No,No,3.0,805,379.0,Chinese,21,Low
Ahmedabad,300.0,Yes,Yes,4.4,522,,Biryani,34,High
Jaipur,245.0,Yes,No,3.1,521,50.0,Rajasthani,26,Low
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Surat,85.0,No,Yes,2.9,849,569.0,North Indian,51,Low
Mumbai,203.0,Yes,Yes,3.7,33,248.0,Biryani,34,Low
Delhi,233.0,No,Yes,,115,122.0,Kerala,49,Low
Pune,81.0,Yes,Yes,3.3,560,399.0,Kerala,39,Low
Nashik,370.0,Yes,Yes,4.7,898,534.0,Seafood,33,High
Indore,260.0,No,Yes,4.5,860,484.0,North Indian,22,High
Delhi,216.0,Yes,Yes,3.2,740,239.0,Street Food,31,Low
Surat,237.0,No,No,3.5,359,465.0,Seafood,53,Low
Hyderabad,201.0,Yes,No,4.2,109,414.0,South Indian,59,Low
Surat,581.0,No,No,4.3,560,,Fast Food,31,High
Chennai,399.0,No,No,4.5,853,381.0,Biryani,30,High
Mumbai,312.0,No,Yes,4.7,478,586.0,Continental,29,High
Hyderabad,159.0,No,Yes,3.4,660,111.0,Chinese,20,Low
Goa,353.0,No,No,4.4,794,150.0,Street Food,27,High
Pune,214.0,Yes,No,3.2,326,40.0,Fast Food,32,Low
Surat,274.0,Yes,Yes,4.5,580,25.0,South Indian,23,High
Goa,297.0,Yes,No,4.8,543,333.0,Cafe,34,High
Nagpur,380.0,Yes,Yes,4.7,543,577.0,Biryani,22,High
Goa,488.0,No,No,4.8,557,392.0,South Indian,23,High
Delhi,545.0,No,Yes,4.6,708,570.0,Rajasthani,34,High
Jaipur,143.0,No,Yes,3.3,143,408.0,Cafe,27,Low
Hyderabad,312.0,No,Yes,4.3,495,465.0,Fast Food,23,High
Surat,234.0,Yes,Yes,3.8,70,77.0,North Indian,43,Low
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Bangalore,258.0,Yes,No,4.6,566,347.0,North Indian,24,High
Delhi,103.0,No,No,3.3,351,140.0,Continental,49,Low
Surat,167.0,Yes,Yes,3.6,98,327.0,Chinese,22,Low
Ahmedabad,,Yes,No,3.2,210,150.0,Biryani,36,Low
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Mumbai,229.0,Yes,Yes,2.8,321,369.0,South Indian,58,Low
Surat,152.0,Yes,Yes,2.7,532,482.0,Kerala,26,High
Bhopal,247.0,Yes,No,3.5,689,585.0,Seafood,57,High
Chennai,210.0,No,No,3.1,726,308.0,Gujarati,33,Low
Jaipur,172.0,Yes,Yes,3.3,391,586.0,Chinese,24,Low
Mumbai,352.0,Yes,Yes,4.7,646,60.0,Seafood,35,High
Kochi,338.0,Yes,No,4.3,434,366.0,Biryani,24,High
Goa,85.0,No,Yes,2.6,179,385.0,Fast Food,33,Low
Bangalore,119.0,Yes,Yes,3.0,215,255.0,Chinese,47,Low
Jaipur,88.0,No,No,2.9,144,211.0,Seafood,26,Low
Mumbai,207.0,Yes,No,2.6,637,264.0,Chinese,51,Low
Surat,124.0,No,Yes,3.3,36,136.0,Street Food,41,Low
Mumbai,391.0,Yes,Yes,3.8,845,64.0,Fast Food,47,Low
Surat,104.0,No,No,3.1,853,298.0,Chinese,57,Low
Kochi,157.0,No,No,4.0,417,420.0,Fast Food,30,Low
Goa,197.0,No,Yes,3.5,230,202.0,Chinese,43,Low
Delhi,270.0,No,Yes,4.3,753,432.0,North Indian,32,High
Chennai,162.0,No,No,3.3,188,40.0,North Indian,25,Low
Hyderabad,168.0,No,Yes,3.1,465,138.0,Continental,31,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Goa,459.0,No,No,4.4,572,451.0,South Indian,34,High
Goa,195.0,Yes,Yes,3.9,133,510.0,South Indian,56,High
Kochi,600.0,Yes,Yes,4.4,604,249.0,Seafood,25,High
Pune,98.0,Yes,No,3.1,104,597.0,Gujarati,59,Low
Hyderabad,199.0,No,No,3.1,162,249.0,South Indian,38,Low
Chennai,216.0,No,Yes,3.2,93,250.0,Cafe,40,Low
Bhopal,556.0,Yes,No,4.6,569,529.0,Biryani,26,High
Bangalore,404.0,No,Yes,4.7,615,536.0,Chinese,22,High
Jaipur,429.0,Yes,No,4.1,601,44.0,North Indian,23,High
Bhopal,393.0,Yes,Yes,4.4,596,297.0,Rajasthani,29,High
Ahmedabad,541.0,No,No,4.7,644,211.0,Chinese,26,High
Surat,,No,No,3.5,691,331.0,North Indian,58,Low
Bhopal,181.0,No,No,4.1,77,304.0,Seafood,22,Low
Nashik,96.0,No,No,3.1,444,250.0,Gujarati,40,Low
Kochi,162.0,Yes,No,4.3,110,460.0,Biryani,58,Low
Surat,293.0,No,Yes,4.6,509,76.0,Biryani,28,High
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Pune,585.0,Yes,Yes,4.4,566,105.0,Kerala,26,High
Nagpur,439.0,No,Yes,,512,465.0,Fast Food,25,High
Nagpur,110.0,Yes,Yes,2.7,710,386.0,Kerala,50,High
Surat,181.0,No,No,3.3,167,222.0,Kerala,60,Low
Goa,499.0,No,Yes,4.6,723,305.0,North Indian,30,High
Delhi,248.0,Yes,No,3.0,176,516.0,Kerala,43,Low
Kochi,184.0,Yes,No,3.2,417,454.0,Street Food,31,Low
Nagpur,585.0,No,Yes,4.7,375,102.0,Rajasthani,51,High
Bhopal,5690.0,Yes,No,4.3,44,174.0,Cafe,49,Low
Indore,356.0,No,Yes,4.5,814,100.0,Kerala,27,High
Delhi,191.0,Yes,Yes,3.4,352,518.0,North Indian,32,Low
Pune,471.0,No,Yes,4.4,462,430.0,Biryani,21,High
Pune,189.0,No,No,3.0,659,126.0,Cafe,25,Low
Jaipur,145.0,Yes,No,2.9,427,559.0,Seafood,48,Low
Jaipur,168.0,Yes,No,3.2,503,160.0,Rajasthani,42,Low
Ahmedabad,212.0,No,No,3.0,388,105.0,Chinese,47,High
Surat,106.0,Yes,Yes,,587,101.0,Street Food,49,High
Chennai,191.0,Yes,Yes,2.8,680,,Gujarati,53,Low
Pune,,No,Yes,,436,276.0,Continental,57,Low
Indore,356.0,Yes,Yes,4.3,882,162.0,Kerala,24,High
Pune,94.0,Yes,No,3.5,470,190.0,Chinese,41,Low
Nagpur,82.0,Yes,Yes,3.0,118,210.0,Rajasthani,40,Low
Kochi,143.0,No,Yes,2.5,73,506.0,Street Food,58,Low
Surat,274.0,Yes,Yes,4.5,580,25.0,South Indian,23,High
Surat,225.0,No,No,,138,261.0,Seafood,24,Low
Indore,105.0,No,Yes,3.7,61,579.0,Fast Food,38,Low
Goa,86.0,Yes,No,3.3,180,206.0,North Indian,48,Low
Jaipur,429.0,Yes,No,4.1,601,44.0,North Indian,23,High
Bangalore,267.0,No,No,4.5,671,539.0,Continental,21,High
Pune,140.0,No,No,3.4,637,211.0,Cafe,36,Low
Ahmedabad,217.0,No,No,2.7,311,357.0,Kerala,40,Low
Surat,250.0,No,No,4.4,450,191.0,Kerala,35,High
Jaipur,403.0,Yes,No,4.3,427,283.0,Seafood,30,High
Goa,499.0,No,Yes,4.6,723,305.0,North Indian,30,High
Pune,520.0,No,Yes,4.2,437,68.0,Chinese,51,High
Pune,154.0,Yes,Yes,3.5,125,420.0,Chinese,55,High
Jaipur,345.0,No,Yes,5.0,646,189.0,Rajasthani,51,High
Kochi,86.0,No,No,3.8,30,574.0,Fast Food,38,Low
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Pune,240.0,Yes,No,2.6,325,309.0,Fast Food,49,Low
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Surat,300.0,No,Yes,4.3,593,26.0,Rajasthani,31,High
Surat,354.0,No,Yes,,569,244.0,Fast Food,25,High
Bhopal,145.0,Yes,Yes,2.9,695,152.0,Kerala,48,Low
Jaipur,477.0,Yes,No,4.6,486,238.0,Street Food,34,High
Bangalore,,No,Yes,2.6,683,152.0,Kerala,36,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Kochi,488.0,No,Yes,4.3,733,67.0,Chinese,23,High
Surat,185.0,Yes,No,3.3,4336,299.0,Fast Food,46,Low
Indore,140.0,No,Yes,3.0,3498,596.0,South Indian,25,High
Kochi,338.0,Yes,No,4.3,434,366.0,Biryani,24,High
Jaipur,429.0,Yes,No,4.1,601,44.0,North Indian,23,High
Surat,354.0,No,Yes,,569,244.0,Fast Food,25,High
Ahmedabad,158.0,Yes,No,2.9,530,498.0,Cafe,20,Low
Delhi,564.0,Yes,No,4.5,891,314.0,Continental,31,High
Ahmedabad,541.0,No,No,4.7,644,211.0,Chinese,26,High
Bangalore,165.0,Yes,Yes,2.7,827,255.0,Continental,54,Low
Bhopal,262.0,No,Yes,4.5,654,170.0,Gujarati,27,High
Indore,120.0,No,No,3.3,720,197.0,Chinese,23,Low
Indore,236.0,Yes,Yes,2.8,4326,152.0,Continental,33,Low
Hyderabad,316.0,Yes,No,4.6,846,195.0,Biryani,25,High
Bhopal,543.0,No,No,4.3,554,163.0,Chinese,32,High
Delhi,81.0,Yes,No,2.6,581,279.0,Seafood,45,Low
Surat,354.0,No,Yes,,569,244.0,Fast Food,25,High
Nagpur,296.0,No,Yes,,526,488.0,Cafe,32,High
Nagpur,92.0,Yes,No,2.7,640,475.0,North Indian,28,Low
Hyderabad,163.0,Yes,No,2.6,432,522.0,South Indian,49,High
Hyderabad,195.0,Yes,No,5.0,82,507.0,Street Food,59,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Nagpur,380.0,Yes,Yes,4.7,543,577.0,Biryani,22,High
Hyderabad,154.0,No,Yes,3.0,215,600.0,Cafe,23,Low
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Bhopal,218.0,Yes,Yes,3.0,651,84.0,Gujarati,54,Low
Goa,210.0,Yes,No,3.3,480,134.0,Fast Food,31,Low
Mumbai,99.0,No,No,3.5,858,387.0,North Indian,46,Low
Nagpur,235.0,No,Yes,2.7,207,418.0,Street Food,30,Low
Delhi,160.0,No,Yes,3.3,651,124.0,Chinese,46,Low
Goa,535.0,Yes,Yes,4.5,649,473.0,Gujarati,20,High
Kochi,481.0,Yes,No,4.6,737,322.0,Kerala,33,High
Pune,215.0,No,No,2.9,368,94.0,Chinese,31,Low
Delhi,105.0,Yes,No,2.9,598,403.0,Biryani,20,Low
Goa,353.0,No,No,4.4,794,150.0,Street Food,27,High
Pune,534.0,No,No,4.7,503,443.0,Biryani,23,High
Hyderabad,169.0,Yes,Yes,2.9,513,437.0,Gujarati,30,Low
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Nashik,192.0,No,Yes,3.2,4846,90.0,Fast Food,35,Low
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Jaipur,313.0,No,Yes,4.5,603,291.0,Rajasthani,28,High
Chennai,407.0,Yes,Yes,4.8,785,,Gujarati,30,High
Goa,90.0,Yes,No,2.9,573,377.0,Chinese,46,Low
Surat,293.0,No,Yes,4.6,509,76.0,Biryani,28,High
Kochi,110.0,No,No,3.4,818,232.0,Chinese,48,Low
Delhi,228.0,Yes,Yes,3.2,671,,Biryani,24,Low
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Chennai,414.0,No,No,4.6,731,120.0,North Indian,34,High
Ahmedabad,599.0,Yes,Yes,,432,393.0,Seafood,27,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Indore,321.0,No,No,4.5,864,329.0,South Indian,20,High
Jaipur,381.0,No,No,4.6,476,473.0,Cafe,30,High
Jaipur,387.0,Yes,No,4.4,785,325.0,Gujarati,28,High
Ahmedabad,212.0,No,No,3.0,388,105.0,Chinese,47,High
Nagpur,222.0,No,No,3.0,247,383.0,North Indian,36,High
Pune,229.0,No,Yes,3.2,306,241.0,North Indian,33,Low
Delhi,167.0,No,Yes,4.3,48,70.0,Street Food,24,Low
Goa,353.0,No,No,4.4,794,150.0,Street Food,27,High
Jaipur,361.0,No,No,3.8,455,201.0,Kerala,46,High
Nashik,155.0,Yes,Yes,3.4,111,471.0,Seafood,44,Low
Nagpur,359.0,Yes,Yes,4.3,705,141.0,South Indian,34,High
Bhopal,135.0,Yes,Yes,3.5,79,53.0,Gujarati,59,Low
Bangalore,205.0,No,No,3.4,177,391.0,Kerala,40,Low
Goa,454.0,No,No,4.5,781,581.0,Fast Food,105,High
Indore,184.0,Yes,Yes,4.9,123,296.0,Cafe,51,Low
Bhopal,112.0,No,No,3.3,546,504.0,Fast Food,48,Low
Kochi,,No,No,5.0,635,259.0,South Indian,31,High
Jaipur,137.0,No,Yes,3.1,741,247.0,Street Food,41,Low
Nagpur,429.0,Yes,Yes,4.9,585,402.0,South Indian,112,High
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Nagpur,100.0,Yes,No,2.9,264,587.0,Fast Food,29,Low
Pune,218.0,Yes,Yes,4.8,324,226.0,Seafood,30,High
Chennai,108.0,No,Yes,2.6,783,,Rajasthani,36,Low
Bangalore,241.0,Yes,No,3.2,146,212.0,Street Food,20,Low
Hyderabad,181.0,No,Yes,3.9,120,535.0,Rajasthani,54,Low
Kochi,416.0,No,No,5.0,805,229.0,Cafe,24,High
Pune,518.0,Yes,Yes,4.9,513,118.0,Gujarati,25,High
Pune,536.0,No,No,4.6,723,446.0,Biryani,25,High
Chennai,164.0,Yes,Yes,2.7,302,148.0,Cafe,59,Low
Ahmedabad,362.0,No,Yes,4.6,460,176.0,Cafe,35,High
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Pune,115.0,Yes,Yes,,195,80.0,Cafe,26,Low
Kochi,326.0,No,Yes,4.8,2292,562.0,Seafood,31,High
Nashik,549.0,Yes,Yes,,189,103.0,North Indian,49,High
Delhi,443.0,Yes,No,4.7,593,,Cafe,32,High
Jaipur,427.0,No,No,4.3,510,317.0,Chinese,27,High
Ahmedabad,222.0,Yes,Yes,3.3,524,497.0,Chinese,22,Low
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Delhi,146.0,No,No,3.4,606,529.0,Continental,52,Low
Delhi,93.0,Yes,Yes,3.3,552,504.0,Cafe,27,Low
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Mumbai,3759.0,No,No,4.5,674,208.0,Street Food,31,High
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Indore,448.0,Yes,Yes,4.8,730,259.0,Kerala,20,High
Mumbai,352.0,Yes,Yes,4.7,646,60.0,Seafood,35,High
Surat,548.0,No,Yes,4.0,863,483.0,Fast Food,150,High
Nashik,228.0,No,No,4.7,70,351.0,Chinese,26,Low
Goa,225.0,Yes,Yes,2.9,870,427.0,Rajasthani,24,Low
Bangalore,496.0,No,Yes,4.7,617,176.0,Continental,41,High
Kochi,142.0,Yes,No,3.5,875,509.0,Continental,60,Low
Delhi,216.0,Yes,No,2.6,398,504.0,Kerala,51,Low
Chennai,154.0,Yes,No,2.7,531,572.0,Cafe,34,High
Indore,475.0,Yes,Yes,4.7,597,266.0,Kerala,26,High
Kochi,488.0,No,Yes,4.3,733,67.0,Chinese,23,High
Jaipur,462.0,No,No,4.6,782,249.0,Continental,29,High
Kochi,88.0,No,Yes,3.5,823,128.0,Biryani,35,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Jaipur,153.0,No,Yes,3.2,671,,Cafe,38,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Mumbai,133.0,No,Yes,3.2,832,68.0,Biryani,40,Low
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Chennai,118.0,No,No,4.4,90,,Kerala,36,Low
